1,1251,-2,78,0.9997600275979772
1,1252,-42,38,0.9995201127827079
1,1253,36,116,0.9992802555403735
0,1,-50,30,0.9997600275979772
2,2501,4,84,0.9997600275979772
3,3751,-38,42,0.9997600275979772
5,6251,-16,64,0.9997600275979772
0,2,-54,26,0.9995201127827079
3,3752,-16,64,0.9995201127827079
7,8751,-43,37,0.9997600275979772
0,3,-16,52,0.9992802555403735
0,4,-40,40,0.9990404558571575
2,2502,4,72,0.9995201127827079
6,7501,80,155,0.9997600275979772
6,7502,-39,36,0.9995201127827079
0,5,-31,44,0.9988007137192474
4,5001,24,67,0.9997600275979772
5,6252,14,73,0.9995201127827079
6,7503,-32,34,0.9992802555403735
4,5002,-19,44,0.9995201127827079
0,7,12,63,0.9983214020241115
4,5003,-25,38,0.9992802555403735
6,7504,-11,40,0.9990404558571575
2,2503,-19,36,0.9992802555403735
3,3753,73,90,0.9992802555403735
4,5004,-5,63,0.9990404558571575
4,5005,-48,32,0.9988007137192474
4,5006,-23,57,0.9985610291128341
1,1251,44,75,0.9997600275979772
1,1252,-48,32,0.9995201127827079
5,6253,3,73,0.9992802555403735
5,6254,-41,39,0.9990404558571575
7,8752,-3,57,0.9995201127827079
7,8753,-41,39,0.9992802555403735
7,8754,21,101,0.9990404558571575
5,6255,38,91,0.9988007137192474
5,6256,0,66,0.9985610291128341
2,2504,5,38,0.9990404558571575
6,7505,28,56,0.9988007137192474
4,5007,-11,44,0.9983214020241115
6,7506,-9,66,0.9985610291128341
2,2505,-31,37,0.9988007137192474
1,1253,47,65,0.9992802555403735
2,2506,38,89,0.9985610291128341
2,2507,-42,38,0.9983214020241115
4,5008,13,54,0.9980818324392767
4,5009,-55,25,0.997842320344531
7,8755,33,66,0.9988007137192474
5,6257,-1,47,0.9983214020241115
0,8,44,67,0.9980818324392767
6,7507,92,96,0.9983214020241115
1,1254,40,108,0.9990404558571575
7,8756,-32,36,0.9985610291128341
3,3754,-20,30,0.9990404558571575
0,9,-14,49,0.997842320344531
2,2508,-6,37,0.9980818324392767
5,6258,-12,46,0.9980818324392767
6,7508,60,125,0.9980818324392767
6,7509,-6,74,0.997842320344531
6,7510,-36,44,0.9976028657260778
1,1255,11,81,0.9988007137192474
7,8757,16,69,0.9983214020241115
7,8758,-21,59,0.9980818324392767
5,6259,9,62,0.997842320344531
4,5010,88,101,0.9976028657260778
7,8759,4,52,0.997842320344531
7,8760,-44,36,0.9976028657260778
1,1256,-40,28,0.9985610291128341
2,2509,4,42,0.997842320344531
5,6260,-8,40,0.9976028657260778
6,7511,-14,39,0.9973634685701248
7,8761,8,78,0.9973634685701248
7,8762,-49,31,0.9971241288628824
4,5011,22,75,0.9973634685701248
5,6261,-38,32,0.9973634685701248
3,3755,-17,48,0.9988007137192474
2,2510,-1,42,0.9976028657260778
6,7512,-13,30,0.9971241288628824
6,7513,-22,58,0.9968848465905644
1,1257,-9,52,0.9983214020241115
6,7514,-31,37,0.9966456217393881
0,10,0,38,0.9976028657260778
1,1258,0,36,0.9980818324392767
1,1259,-41,39,0.997842320344531
3,3756,-19,51,0.9985610291128341
7,8763,-9,56,0.9968848465905644
5,6262,27,80,0.9971241288628824
2,2511,-28,32,0.9973634685701248
3,3757,20,78,0.9983214020241115
6,7515,-36,34,0.9964064542955741
3,3758,-48,32,0.9980818324392767
3,3759,-16,64,0.997842320344531
4,5012,-11,32,0.9971241288628824
2,2512,-18,45,0.9971241288628824
4,5013,-39,41,0.9968848465905644
7,8764,21,69,0.9966456217393881
5,6263,-2,44,0.9968848465905644
0,11,46,65,0.9973634685701248
0,12,-52,28,0.9971241288628824
3,3760,43,109,0.9976028657260778
6,7516,-18,52,0.9961673442453456
0,13,24,99,0.9968848465905644
0,14,-16,64,0.9966456217393881
4,5014,56,100,0.9966456217393881
6,7517,-10,65,0.9959282915749307
7,8765,71,126,0.9964064542955741
4,5015,9,75,0.9964064542955741
5,6264,-13,40,0.9966456217393881
0,15,-42,33,0.9964064542955741
5,6265,-22,36,0.9964064542955741
0,16,-30,45,0.9961673442453456
2,2513,105,123,0.9968848465905644
6,7518,-7,36,0.995689296270559
5,6266,-16,47,0.9961673442453456
1,1260,-7,33,0.9976028657260778
5,6267,-39,36,0.9959282915749307
2,2514,59,103,0.9966456217393881
4,5016,77,83,0.9961673442453456
5,6268,-34,41,0.995689296270559
5,6269,-13,67,0.9954503583184646
2,2515,-11,64,0.9964064542955741
3,3761,40,54,0.9973634685701248
3,3762,-25,55,0.9971241288628824
0,17,29,67,0.9959282915749307
2,2516,-23,52,0.9961673442453456
2,2517,-16,64,0.9959282915749307
6,7519,0,53,0.9954503583184646
7,8766,130,137,0.9961673442453456
3,3763,-28,40,0.9968848465905644
6,7520,49,124,0.9952114777048847
6,7521,-38,42,0.9949726544160592
6,7522,-39,41,0.9947338884382322
3,3764,-3,57,0.9966456217393881
0,18,37,75,0.995689296270559
1,1261,23,36,0.9973634685701248
2,2518,59,80,0.995689296270559
6,7523,22,70,0.9944951797576504
7,8767,-36,34,0.9959282915749307
7,8768,16,78,0.995689296270559
7,8769,-24,51,0.9954503583184646
2,2519,-22,36,0.9954503583184646
0,19,-1,37,0.9954503583184646
5,6270,59,77,0.9952114777048847
6,7524,-34,26,0.9942565283605638
7,8770,-18,40,0.9952114777048847
1,1262,58,71,0.9971241288628824
5,6271,3,71,0.9949726544160592
4,5017,1,61,0.9959282915749307
5,6272,-14,44,0.9947338884382322
5,6273,-40,40,0.9944951797576504
0,20,-25,40,0.9952114777048847
0,21,-16,64,0.9949726544160592
7,8771,67,78,0.9949726544160592
7,8772,-14,66,0.9947338884382322
1,1263,63,129,0.9968848465905644
6,7525,73,92,0.994017934233226
1,1264,-38,42,0.9966456217393881
4,5018,50,61,0.995689296270559
5,6274,-33,32,0.9942565283605638
1,1265,29,97,0.9964064542955741
2,2520,43,64,0.9952114777048847
1,1266,1,69,0.9961673442453456
1,1267,30,110,0.9959282915749307
0,22,20,73,0.9947338884382322
0,23,-54,26,0.9944951797576504
2,2521,-43,32,0.9949726544160592
3,3765,18,63,0.9964064542955741
7,8773,-4,47,0.9944951797576504
0,24,19,63,0.9942565283605638
6,7526,21,61,0.9937793973618942
5,6275,-22,43,0.994017934233226
2,2522,-31,39,0.9947338884382322
0,25,-27,48,0.994017934233226
4,5019,12,62,0.9954503583184646
6,7527,-21,54,0.9935409177328285
6,7528,-38,42,0.9933024953322925
3,3766,62,110,0.9961673442453456
2,2523,-24,51,0.9944951797576504
1,1268,49,75,0.995689296270559
4,5020,15,71,0.9952114777048847
5,6276,-1,57,0.9937793973618942
3,3767,-15,43,0.9959282915749307
0,26,60,91,0.9937793973618942
0,27,-48,32,0.9935409177328285
6,7529,-7,31,0.9930641301465524
1,1269,44,112,0.9954503583184646
7,8774,7,40,0.9942565283605638
1,1270,-33,42,0.9952114777048847
5,6277,-19,44,0.9935409177328285
7,8775,-9,39,0.994017934233226
2,2524,28,61,0.9942565283605638
0,28,17,78,0.9933024953322925
6,7530,46,69,0.9928258221618784
0,29,0,75,0.9930641301465524
0,30,-16,64,0.9928258221618784
5,6278,53,76,0.9933024953322925
7,8776,8,44,0.9937793973618942
7,8777,-48,32,0.9935409177328285
3,3768,13,31,0.995689296270559
3,3769,-43,37,0.9954503583184646
1,1271,16,49,0.9949726544160592
4,5021,35,68,0.9949726544160592
2,2525,-41,24,0.994017934233226
6,7531,18,83,0.9925875713645441
3,3770,29,72,0.9952114777048847
1,1272,-9,61,0.9947338884382322
4,5022,-26,44,0.9947338884382322
3,3771,48,102,0.9949726544160592
0,31,101,103,0.9925875713645441
0,32,-8,72,0.992349377740826
0,33,-29,51,0.9921112412770035
6,7532,29,85,0.992349377740826
3,3772,51,100,0.9947338884382322
3,3773,-43,37,0.9944951797576504
5,6279,-6,37,0.9930641301465524
2,2526,23,49,0.9937793973618942
5,6280,-48,32,0.9928258221618784
